# Content: proteins
# Copyright: 2022, Ecole Polytechnique Federale de Lausanne.
# License: Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0)
# Version: Release 4 (07/30/2022)
uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
Q9W221	Q9W221_DROME	MIP04282p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C)	Drosophila melanogaster	Dmel\CG13510	Dmel\CG13510,Dmel_CG13510,CG13510,CG13510-RA	1	0	1	0	0	0	3	
F8VQC7	F8VQC7_MOUSE	Kinectin	Mus musculus	Ktn1	Ktn1	1	1	1	0	0	0	1	903
P22770	ACHA7_CHICK	Neuronal acetylcholine receptor subunit alpha-7	Gallus gallus	CHRNA7	CHRNA7	0	0	0	1	0	1	3	
F8RDF1	F8RDF1_HHV1	Tegument protein UL51 (UL51)	Human herpesvirus 1	UL51	UL51	0	0	0	1	1	1	2	9
P03317	POLN_SINDV	Polyprotein P1234, P1234 (Non-structural polyprotein) (p270 nonstructural polyprotein) [Cleaved into: Polyprotein P123', P123'; Polyprotein P123, P123; mRNA-capping enzyme nsP1, EC 2.1.1.-, EC 2.7.7.- (Non-structural protein 1); Protease nsP2, EC 3.1.3.33, EC 3.4.22.-, EC 3.6.1.15, EC 3.6.4.13 (Non-structural protein 2, nsP2); Non-structural protein 3', nsP3', EC 3.1.3.84; Non-structural protein 3, nsP3, EC 3.1.3.84; RNA-directed RNA polymerase nsP4, EC 2.7.7.19, EC 2.7.7.48 (Non-structural protein 4, nsP4) ]	Sindbis virus	NA		0	0	0	1	1	1	2	420
P08411	POLN_SFV	Polyprotein P1234, P1234 (Non-structural polyprotein) [Cleaved into: Polyprotein P123', P123'; Polyprotein P123, P123; mRNA-capping enzyme nsP1, EC 2.1.1.-, EC 2.7.7.- (Non-structural protein 1); Protease nsP2, EC 3.1.3.33, EC 3.4.22.-, EC 3.6.1.15, EC 3.6.4.13 (Non-structural protein 2, nsP2); Non-structural protein 3, nsP3, EC 3.1.3.84; Non-structural protein 3', nsP3', EC 3.1.3.84; RNA-directed RNA polymerase nsP4, EC 2.7.7.19, EC 2.7.7.48 (Non-structural protein 4, nsP4) ]	Semliki forest virus	NA		0	0	0	3	6	3	3	418,419,420
P18871	ADA2A_PIG	Alpha-2A adrenergic receptor (Alpha-2A adrenoreceptor, Alpha-2A adrenoceptor, Alpha-2AAR)	Sus scrofa	ADRA2A	A2AR,ADRA2A	0	0	0	4	4	3	2	442
P46406	G3P_RABIT	Glyceraldehyde-3-phosphate dehydrogenase, GAPDH, EC 1.2.1.12 (Peptidyl-cysteine S-nitrosylase GAPDH, EC 2.6.99.-)	Oryctolagus cuniculus	GAPDH	GAPD,GAPDH	0	0	0	1	1	1	3	245
A1Z8F5	A1Z8F5_DROME	Phospholipid scramblase	Drosophila melanogaster	Dmel\CG9084	Dmel\CG9084,Dmel_CG9084,CG9084	1	0	1	0	0	0	3	
Q9VJ46	Q9VJ46_DROME	UDP-glucuronosyltransferase	Drosophila melanogaster	Ugt36D1	UGT36D1,Ugt36D1,Dmel_CG17323,CG17323,Dmel\CG17323,CT35071	1	0	1	0	0	0	3	
E1JIE5	E1JIE5_DROME	Uncharacterized protein, isoform B	Drosophila melanogaster	wrm1	wrm1,Dmel_CG43780,CG8600,CG43780,Dmel\CG43780	1	0	1	0	0	0	3	
E1JJE6	E1JJE6_DROME	Otopetrin-like a, isoform C	Drosophila melanogaster	OtopLa	dmOTOPLa,dm_OtopLa,OtopLa,Dmel_CG42492,CG42492,CG17761,Dmel\CG42492,CG11473,anon-WO0140519.181	1	0	1	0	0	0	3	
M9PFU6	M9PFU6_DROME	Uncharacterized protein, isoform C	Drosophila melanogaster	DS01368.1	Dmel_CG18507,CG18507,DS01368.1,Dmel\CG18507,BG:DS01368.1,bg:ds01368	1	0	1	0	0	0	3	
M9PDX8	M9PDX8_DROME	Nervana 3, isoform E	Drosophila melanogaster	nrv3	Dmel_CG8663,CG8663,nrv3,Nrv3,nervana3,JYbeta1,Dmel\CG8663	1	0	1	0	0	0	3	
M9PFV2	M9PFV2_DROME	Myosin phosphatase targeting subunit 75D, isoform B	Drosophila melanogaster	MYPT-75D	MYPT75-D,Dmel_CG6896,CG6896,MYPT-75D,MYPT75D,Mypt-75d,Dmel\CG6896	1	0	1	0	0	0	3	
Q0E980	Q0E980_DROME	Uncharacterized protein, isoform C (Uncharacterized protein, isoform D) (Uncharacterized protein, isoform E)	Drosophila melanogaster	Dmel\CG8547	Dmel\CG8547,Dmel_CG8547,CG8547	1	0	1	0	0	0	3	
Q494G1	Q494G1_DROME	LP19554p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)	Drosophila melanogaster	Dmel\CG9864	Dmel\CG9864,CT27832,Dmel_CG9864,CG9864	1	0	1	0	0	0	3	
Q6NP91	Q6NP91_DROME	RE44586p (Transmembrane protein 63)	Drosophila melanogaster	Tmem63	TMEM63,Tmem63,Dmel\CG11210,CT31310,Dmel_CG11210,CG11210	1	0	1	0	0	0	3	
Q7JR49	VAS1_DROME	V-type proton ATPase subunit S1 (Vacuolar H(+) ATPase AC45 accessory subunit)	Drosophila melanogaster	VhaAC45	ATP6AP1,vhaAC45,l(2)SH2 1634,l(2)SH1634,Dmel\CG8029,anon-WO0118547.117,Dmel_CG8029,CG8029,VhaAC45	1	0	1	0	0	0	3	
Q7K010	Q7K010_DROME	Tetraspanin	Drosophila melanogaster	Tsp42Ef	Dmel\CG12845,Dm.Tsp42Ef,Dmel_CG12845,CG12845,Tsp42Ef	1	0	1	0	0	0	3	
Q7K1L4	Q7K1L4_DROME	SD10469p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C)	Drosophila melanogaster	Dmel\CG8468	Dmel\CG8468,Dmel_CG8468,CG8468	1	0	1	0	0	0	3	
Q7K2W3	Q7K2W3_DROME	GH04538p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)	Drosophila melanogaster	Dmel\CG8785	Dmel\CG8785,Dmel_CG8785,CG8785	1	0	1	0	0	0	3	
Q7K527	Q7K527_DROME	Tetraspanin	Drosophila melanogaster	Tsp42El	Tsp42E1,Dmel\CG12840,Dm.Tsp42El,anon-EST:Posey244,Dmel_CG12840,CG12840,Tsp42El	1	0	1	0	0	0	3	
Q7KVF1	Q7KVF1_DROME	Epithelial membrane protein, isoform A (Epithelial membrane protein, isoform C) (Epithelial membrane protein, isoform D)	Drosophila melanogaster	emp	Emp,Dmel\CG2727,Dmel_CG2727,CG2727,emp	1	0	1	0	0	0	3	
Q8IR15	Q8IR15_DROME	Uncharacterized protein, isoform B	Drosophila melanogaster	Dmel\CG9992	Dmel_CG9992,CG9992,Dmel\CG9992	1	0	1	0	0	0	3	
Q8MRJ2	Q8MRJ2_DROME	LD11139p	Drosophila melanogaster	Dmel\CG11069	Dmel_CG11069,CG11069,Dmel\CG11069	1	0	1	0	0	0	3	
Q8SWS2	Q8SWS2_DROME	RE29468p (Uncharacterized protein, isoform D) (Uncharacterized protein, isoform F)	Drosophila melanogaster	CG17788	Dmel_CG42258,CG42258,CG15926,Pripl4,Dmel\CG42258,CG17788,BcDNA:RE29468	1	0	1	0	0	0	3	
Q9GQ82	Q9GQ82_DROME	Aspartyl beta-hydroxylase variant 1 (Aspartyl beta-hydroxylase, isoform A)	Drosophila melanogaster	Asph	humbug,Dmel\CG8421,CG18658,BAH,Dmel_CG8421,CG8421,Asph	1	0	1	0	0	0	3	
Q9I7L0	Q9I7L0_DROME	LP01847p	Drosophila melanogaster	Dmel\CG18745	Dmel_CG18745,CG18745,Dmel\CG18745	1	0	1	0	0	0	3	
Q9I7L1	Q9I7L1_DROME	Arrestin_C domain-containing protein	Drosophila melanogaster	Dmel\CG18747	Dmel_CG18747,CG18747,Dmel\CG18747,Q9I7L1_DROME	1	0	1	0	0	0	3	
Q9V3E5	Q9V3E5_DROME	Tetraspanin	Drosophila melanogaster	Tsp66E	Dmel_CG4999,CG4999,Tsp66E,Dmel\CG4999,Dm.Tsp66E	1	0	1	0	0	0	3	
Q9V3U6	Q9V3U6_DROME	26-29kD-proteinase (Homologue of Sarcophaga 26,29kDa proteinase) (RE18380p)	Drosophila melanogaster	26-29-p	Dmel_CG8947,CG8947,26-29kD-proteinase,26-29-p,l(3)s3635,Dmel\CG8947,anon-SAGE:Wang-123,29kD-proteinase,26	1	0	1	0	0	0	3	
Q9V3X2	Q9V3X2_DROME	Tetraspanin	Drosophila melanogaster	Tsp96F	Dmel_CG6120,CG6120,BcDNA.LD19727,Tsp96F,LD19727,Dmel\CG6120,Dm.Tsp96F,BcDNA:LD19727	1	0	1	0	0	0	3	
Q9V9S0	Q9V9S0_DROME	FI04419p (Lamp1)	Drosophila melanogaster	Lamp1	Dmel_CG3305,CG3305,CG3305-RA,Lamp1,lamp1,LAMP1,Lamp-1,Lamp,LAMP,Dmel\CG3305,dLamp,dLAMP	1	0	1	0	0	0	3	
Q9VI53	Q9VI53_DROME	LD44267p	Drosophila melanogaster	Dmel\CG1105	Dmel_CG1105,CG1105,Dmel\CG1105	1	0	1	0	0	0	3	
Q9VNI9	Q9VNI9_DROME	IP18173p (Secretory 20, isoform A) (Secretory 20, isoform B)	Drosophila melanogaster	Sec20	Cg2023,Dmel_CG2023,CG2023,lincRNA.683,Dmel\CG2023,Sec20	1	0	1	0	0	0	3	
Q9VS39	Q9VS39_DROME	FI19525p1 (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C)	Drosophila melanogaster	Dmel\CG14830	Dmel_CG14830,CG14830,CG14830-RA,Dmel\CG14830	1	0	1	0	0	0	3	
Q9VU13	Q9VU13_DROME	LD45603p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C)	Drosophila melanogaster	EP(3)3622	Dmel_CG42709,CG42709,CG17667,EP(3)3622,Dmel\CG42709,EP3622	1	0	1	0	0	0	3	
Q9VWJ3	Q9VWJ3_DROME	LD05272p	Drosophila melanogaster	Dmel\CG32536	Dmel_CG32536,CG32536,CG8020,Dmel\CG32536	1	0	1	0	0	0	3	
Q9VX17	Q9VX17_DROME	LD36024p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)	Drosophila melanogaster	Dmel\CG6398	Dmel_CG6398,CG6398,Dmel\CG6398	1	0	1	0	0	0	3	
Q9VZZ0	Q9VZZ0_DROME	RE02644p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C) (Uncharacterized protein, isoform D) (Uncharacterized protein, isoform E)	Drosophila melanogaster	Dmel\CG1246	Dmel_CG1246,CG1246,Dmel\CG1246	1	0	1	0	0	0	3	
Q9W0L6	Q9W0L6_DROME	GH22266p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)	Drosophila melanogaster	Dmel\CG13907	Dmel_CG13907,CG13907,Dmel\CG13907	1	0	1	0	0	0	3	
Q9W0X1	Q9W0X1_DROME	GH15894p	Drosophila melanogaster	cg2736	cg2736,Dmel\CG2736,Dmel_CG2736,CG2736	1	0	1	0	0	0	3	
Q9W1X5	Q9W1X5_DROME	GH04942p (Nahoda, isoform A) (Nahoda, isoform B)	Drosophila melanogaster	nahoda	Dmel\CG12781,CT36793,Dmel_CG12781,CG12781,nahoda	1	0	1	0	0	0	3	
Q9W218	Q9W218_DROME	GEO08374p1 (RH06571p) (RH52355p) (Uncharacterized protein, isoform A)	Drosophila melanogaster	Dmel\CG4250	Dmel\CG4250,CT13934,BcDNA:RH52355,Dmel_CG4250,CG4250	1	0	1	0	0	0	3	
Q9W266	WDP_DROME	Protein windpipe	Drosophila melanogaster	wdp	Dmel_CG3413,CG3413,wdp-RB,wdp	1	0	1	0	0	0	3	
Q9W2J4	Q9W2J4_DROME	UDP-glucuronosyltransferase	Drosophila melanogaster	Ugt49B1	UGT49B1,GH09393,Dmel\CG4302,Ugt49B1,Dmel_CG4302,CG4302,BEST:GH09393	1	0	1	0	0	0	3	
Q13838	DX39B_HUMAN	Spliceosome RNA helicase DDX39B, EC 3.6.4.13 (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)	Homo sapiens	DDX39B	UAP56,BAT1,DDX39B	6	2	3	0	0	0	4	165,239
P03315	POLS_SFV	Structural polyprotein (p130) [Cleaved into: Capsid protein, EC 3.4.21.90 (Coat protein, C); Precursor of protein E3/E2 (p62) (pE2); Assembly protein E3; Spike glycoprotein E2 (E2 envelope glycoprotein); 6K protein; Spike glycoprotein E1 (E1 envelope glycoprotein) ]	Semliki forest virus	NA		0	0	0	3	1	2	4	1248
P03316	POLS_SINDV	Structural polyprotein (p130) [Cleaved into: Capsid protein, EC 3.4.21.90 (Coat protein, C); Precursor of protein E3/E2 (p62) (pE2); Assembly protein E3; Spike glycoprotein E2 (E2 envelope glycoprotein); 6K protein; Spike glycoprotein E1 (E1 envelope glycoprotein) ]	Sindbis virus	NA		0	0	0	1	2	1	2	744,745
P04191	AT2A1_RABIT	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1, SERCA1, SR Ca(2+)-ATPase 1, EC 7.2.2.10 (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	Oryctolagus cuniculus	ATP2A1	ATP2A1	0	0	0	1	8	1	4	12,344,349,364,471,636,674,675
P07293	CAC1S_RABIT	Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Dihydropyridine receptor alpha-1S subunit, DHPR) (Voltage-gated calcium channel subunit alpha Cav1.1)	Oryctolagus cuniculus	CACNA1S	CACNL1A3,CACH1,CACNA1S	0	0	0	1	0	1	4	
P10102	KPCA_RABIT	Protein kinase C alpha type, PKC-A, PKC-alpha, EC 2.7.11.13	Oryctolagus cuniculus	PRKCA	PRKCA	0	0	0	2	0	1	2	
P22398	PSPC_RABIT	Pulmonary surfactant-associated protein C, SP-C (Pulmonary surfactant-associated proteolipid SPL(Val))	Oryctolagus cuniculus	SFTPC	SFTP2,SFTPC	0	0	0	1	2	1	2	28,29
P11716	RYR1_RABIT	Ryanodine receptor 1, RYR-1, RyR1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor)	Oryctolagus cuniculus	RYR1	RYR1	0	0	0	1	18	1	4	24,36,120,253,305,537,1040,1674,2021,2237,2326,2555,2363,2565,3170,3193,3402,3635
P42532	SARCO_RABIT	Sarcolipin	Oryctolagus cuniculus	SLN	SLN	0	0	0	1	1	1	2	9
B6KAM0	AMA1_TOXGV	Apical membrane antigen 1 (TgAMA-1) (TgAMA1) [Cleaved into: Apical membrane antigen 1, soluble form]	Toxoplasma gondii	AMA1	TGVEG_255260,AMA1	1	0	1	1	1	1	3	504
O00934	MYOA_TOXGO	Myosin-A, MyoA (TgM-A)	Toxoplasma gondii	NA		0	0	0	1	0	1	3	
Q6DUA8	Q6DUA8_TOXGO	Hsp20	Toxoplasma gondii	NA		0	0	0	1	3	1	4	3,4,160
P02710	ACHA_TETCF	Acetylcholine receptor subunit alpha	Torpedo californica	CHRNA1	CHRNA1	0	0	0	1	0	1	1	
P02712	ACHB_TETCF	Acetylcholine receptor subunit beta	Torpedo californica	CHRNB1	CHRNB1	0	0	0	1	0	1	1	
P02718	ACHD_TETCF	Acetylcholine receptor subunit delta	Torpedo californica	chrnd	chrnd	0	0	0	1	0	1	1	
P02714	ACHG_TETCF	Acetylcholine receptor subunit gamma	Torpedo californica	CHRNG	CHRNG	0	0	0	1	0	1	1	
F1RLT6	F1RLT6_PIG	G protein subunit alpha z (Guanine nucleotide-binding protein G(Z) subunit alpha) (Guanine nucleotide-binding protein G(Z) subunit alpha isoform X1)	Sus scrofa	GNAZ	GNAZ	0	0	0	1	1	1	3	3
P27201	PSBA_LANPU	Photosystem II protein D1, PSII D1 protein, EC 1.10.3.9 (32 kDa thylakoid membrane protein) (Photosystem II Q(B) protein)	Landoltia punctata	psbA	psbA	0	0	0	1	0	1	2	
P56101	DNJC5_TETCF	DnaJ homolog subfamily C member 5 (CCCS1) (Cysteine string protein, CSP)	Torpedo californica	dnajc5	dnajc5	0	0	0	1	13	1	3	113,119,122,123,124,126,127,128,129,131,132,133,136
Q8HZR1	PGH1_CANLF	Prostaglandin G/H synthase 1, EC 1.14.99.1 (Cyclooxygenase-1, COX-1) (Prostaglandin H2 synthase 1, PGH synthase 1, PGHS-1, PHS 1) (Prostaglandin-endoperoxide synthase 1)	Canis familiaris	PTGS1	COX1,PTGS1	1	0	1	0	0	0	2	
Q8C4G9	AGRA1_MOUSE	Adhesion G protein-coupled receptor A1 (G-protein coupled receptor 123)	Mus musculus	Adgra1	Gpr123,Adgra1	1	3	1	0	0	0	1	390,326,397
D3YV10	CCD13_MOUSE	Coiled-coil domain-containing protein 13	Mus musculus	Ccdc13	Ccdc13	1	0	1	0	0	0	2	
E9Q7T7	CHADL_MOUSE	Chondroadherin-like protein	Mus musculus	Chadl	SLRR4B,Chadl	1	0	1	0	0	0	2	
B9EJR8	DAAF5_MOUSE	Dynein axonemal assembly factor 5 (HEAT repeat-containing protein 2)	Mus musculus	Dnaaf5	Heatr2,Dnaaf5	2	0	1	0	0	0	2	
Q5F2C3	MEIKN_MOUSE	Meiosis-specific kinetochore protein	Mus musculus	Meikin	Meikin	2	0	1	0	0	0	2	
D3YYU8	OBSL1_MOUSE	Obscurin-like protein 1	Mus musculus	Obsl1	Obsl1	2	0	1	0	0	0	2	
Q3KNI6	DAAF6_MOUSE	Dynein axonemal assembly factor 6 (PIH1 domain-containing protein 3)	Mus musculus	Pih1d3	Dnaaf6,Pih1d3	1	0	1	0	0	0	2	
Q8BVY0	RL1D1_MOUSE	Ribosomal L1 domain-containing protein 1	Mus musculus	Rsl1d1	Rsl1d1	4	0	2	0	0	0	3	
Q9JMD0	ZN207_MOUSE	BUB3-interacting and GLEBS motif-containing protein ZNF207, BuGZ (49 kDa zinc finger protein) (Zinc finger protein 207)	Mus musculus	Znf207	Zfp207,Zep,Bugz,Znf207	2	0	1	0	0	0	2	
E9PRG8	CK098_HUMAN	Uncharacterized protein C11orf98	Homo sapiens	C11orf98	C11orf98	1	0	1	0	0	0	1	
P0DMV8	HS71A_HUMAN	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1, HSP70-1, HSP70.1)	Homo sapiens	HSPA1A	HSP72,HSX70,HSPA1,HSPA1A	6	1	3	0	0	0	5	603
P0DMV9	HS71B_HUMAN	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2, HSP70-2, HSP70.2)	Homo sapiens	HSPA1B	HSP72,HSPA1B	2	1	2	0	0	0	3	603
C7EXK4	AT8A2_BOVIN	Phospholipid-transporting ATPase IB, EC 7.6.2.1 (ATPase class I type 8A member 2) (P4-ATPase flippase complex alpha subunit ATP8A2)	Bos taurus	ATP8A2	ATP8A2	1	0	1	0	0	0	2	
X5D2T3	X5D2T3_HUMAN	Ribosomal protein L10 isoform A	Homo sapiens	RPL10	RPL10	1	0	1	0	0	0	2	
Q20MD5	Q20MD5_I72A8	Matrix protein 2	Influenza A virus (A/udorn/1972(H3N2))	M2	M2	0	0	0	1	1	1	2	50
Q4VPQ7	Q4VPQ7_GIAIN	Alpha-19 giardin	Giardia intestinalis	NA		0	0	0	1	0	1	2	
Q8GCR2	Q8GCR2_PECCC	Virulence factor	Pectobacterium carotovorum subsp. carotovorum	evf	evf	0	0	0	1	1	1	3	209
Q20P24	Q20P24_I63A3	Matrix protein 2 (Proton channel protein M2)	Influenza A virus (strain A/Duck/Ukraine/1/1963 H3N8)	M2	M,M2	0	0	0	1	0	1	2	
A0A0C9H2I3	A0A0C9H2I3_SALTM	Flagellar L-ring protein {ECO:0000256|HAMAP-Rule:MF_00415} (1)	Salmonella typhimurium	flgH		0	0	0	1	0	1	1	
H2EST4	H2EST4_MEDTR	Carboxy-terminal region remorin (Putative remorin) (Symbiotic remorin 1)	Medicago truncatula	SYMREM1	MtrunA17_Chr8g0386521,25502038,MTR_8g097320,SYMREM1	0	0	0	1	1	1	2	197
O23188	O23188_ARATH	Remorin family protein (Uncharacterized protein At4g36970)	Arabidopsis thaliana	C7A10.390	AP22_30,AP22.30,At4g36970,C7A10.390	0	0	0	1	1	1	2	413
P07975	HEMA_INCJH	Hemagglutinin-esterase-fusion glycoprotein, HEF, EC 3.1.1.53 [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1, HEF1; Hemagglutinin-esterase-fusion glycoprotein chain 2, HEF2 ]	Influenza C virus (strain C/Johannesburg/1/1966)	HE	HE	0	0	0	5	2	3	4	652
Q88018	Q88018_SIVM3	Endogenous retrovirus group K member 8 Env polyprotein {ECO:0000256|SAAS:SAAS00159133} (1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11)	Simian immunodeficiency virus (isolate mac239)	env		0	0	0	1	1	1	2	787
Q6AWB1	Q6AWB1_HUMAN	Dynactin subunit 1	Homo sapiens	DCTN1	DCTN1,DKFZp686E0752	2	0	2	0	0	0	4	
Q95UJ7	Q95UJ7_TOXGO	Myosin light chain MLC1 (Myosin light chain TgMLC1)	Toxoplasma gondii	NA	TGRH88_072250	1	0	1	1	0	1	3	
Q7Z289	Q7Z289_TOXGO	Gliding-associated protein 45 (Putative GAP45)	Toxoplasma gondii	GAP45	TGRH88_043730,GAP45	1	0	1	1	0	1	1	
Q8MYK0	Q8MYK0_TOXGO	Calcium-dependent protein kinase	Toxoplasma gondii	cdpk3	cdpk3	0	0	0	1	0	1	1	
B9PKH1	B9PKH1_TOXGO	ARM repeats containing protein {ECO:0000313|EMBL:ESS32117.1}	Toxoplasma gondii	BN1205_073260		1	0	1	1	0	1	1	
B9Q199	B9Q199_TOXGO	Peptidase, M50 family protein	Toxoplasma gondii	BN1205_080420	TGVEG_266140,TGGT1_266140	1	0	1	0	0	0	1	
B9PPJ5	B9PPJ5_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_090260	TGVEG_241000,TGME49_241000,TGGT1_241000	1	0	1	0	0	0	1	
V4ZHR6	V4ZHR6_TOXGO	WD domain, G-beta repeat-containing protein	Toxoplasma gondii	BN1205_049540	TGVEG_263360	1	0	1	0	0	0	1	
S7UNW4	S7UNW4_TOXGO	ADP-ribosylation factor family protein	Toxoplasma gondii	TGGT1_291800	TGVEG_291800,TGME49_291800,TGGT1_291800	1	0	1	0	0	0	1	
S7VWK3	S7VWK3_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	TGGT1_304890	TGVEG_304890,TGME49_304890,TGGT1_304890	1	0	1	0	0	0	1	
B9PWN3	B9PWN3_TOXGO	Asparagine synthetase, putative (EC 6.3.5.4) (Putative asparagine synthetase) (EC 6.3.5.4)	Toxoplasma gondii	TGVEG_253430	TGVEG_253430,TGME49_253430,TGGT1_253430	1	0	1	0	0	0	1	
B9Q1Z7	B9Q1Z7_TOXGO	Signal peptidase	Toxoplasma gondii	BN1205_080120	TGVEG_280740,TGME49_280740,TGGT1_280740	1	0	1	0	0	0	1	
B6KRF3	B6KRF3_TOXGO	Snare region anchored in the vesicle membrane carboxy-terminal protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_108110	TGVEG_306640,TGME49_306640	1	0	1	0	0	0	1	
B9Q057	B9Q057_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_044060	TGVEG_205330,TGME49_205330,TGGT1_205330	1	0	1	0	0	0	1	
B9Q3M9	B9Q3M9_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_058420	TGVEG_200260,TGME49_200260,TGGT1_200260	1	0	1	0	0	0	1	
V4ZLS7	V4ZLS7_TOXGO	SNARE domain-containing protein	Toxoplasma gondii	BN1205_045160	TGVEG_204060	1	0	1	0	0	0	1	
B6K8Z6	B6K8Z6_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_097110	TGVEG_313080,TGME49_313080	1	0	1	0	0	0	1	
B9QPG8	B9QPG8_TOXGO	SAG-related sequence SRS39	Toxoplasma gondii	TGVEG_281930	TGVEG_281930	1	0	1	0	0	0	1	
B9PRA9	B9PRA9_TOXGO	Mitochondria-associated granulocyte macrophage CSF signaling molecule, putative (Putative mitochondria-associated granulocyte macrophage CSF signaling molecule)	Toxoplasma gondii	BN1205_001920	TGVEG_249910,TGME49_249910,TGGT1_249910	1	0	1	0	0	0	1	
B9PMQ4	B9PMQ4_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_067630	TGVEG_226570,TGME49_226570,TGGT1_226570	1	0	1	0	0	0	1	
Q0GB77	Q0GB77_TOXGO	Alveolin domain containing intermediate filament IMC4 (Inner membrane complex associated protein 5)	Toxoplasma gondii	IMC5	TGRH88_075810,IMC5	1	0	1	0	0	0	1	
B9Q2U1	B9Q2U1_TOXGO	Signal peptidase subunit protein	Toxoplasma gondii	BN1205_007730	TGVEG_300060,TGME49_300060,TGGT1_300060	1	0	1	0	0	0	1	
B6KHD1	B6KHD1_TOXGO	Ctr copper transporter family protein	Toxoplasma gondii	BN1205_002680	TGVEG_249200,TGME49_249200	1	0	1	0	0	0	1	
B9Q2W8	B9Q2W8_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_042310	TGVEG_301130,TGME49_301130,TGGT1_301130	1	0	1	0	0	0	1	
S7W9K2	S7W9K2_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	TGGT1_246580	TGVEG_246580,TGME49_246580,TGGT1_246580	1	0	1	0	0	0	1	
B9PVX5	B9PVX5_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_060270	TGVEG_236950,TGME49_236950,TGGT1_236950	1	0	1	0	0	0	1	
B9QNY7	B9QNY7_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_049580	TGVEG_263320	1	0	1	0	0	0	1	
B9Q2N4	B9Q2N4_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_078950	TGGT1_255410,TGME49_255410,TGVEG_255410	1	0	1	0	0	0	1	
B9PPS0	B9PPS0_TOXGO	Thioredoxin domain-containing protein (EC 5.3.4.1)	Toxoplasma gondii	BN1205_004650	TGGT1_247350,TGME49_247350,TGVEG_247350	1	0	1	0	0	0	1	
V4YJB7	V4YJB7_TOXGO	Protein kinase domain-containing protein (EC 2.7.11.1) (EC 2.7.11.18)	Toxoplasma gondii	TGVEG_237860	TGVEG_237860	1	0	1	0	0	0	1	
V5B269	V5B269_TOXGO	Putative myosin light chain 2	Toxoplasma gondii	BN1205_054400	TGVEG_297470	1	0	1	0	0	0	1	
S8EZ16	S8EZ16_TOXGM	Ubiquitin carboxyl-terminal hydrolase	Toxoplasma gondii	NA	TGME49_309060	1	0	1	0	0	0	1	
S8FAQ9	S8FAQ9_TOXGM	Uncharacterized protein	Toxoplasma gondii	NA	TGME49_239752	1	0	1	0	0	0	1	
Q962H9	Q962H9_TOXGO	Alveolin domain containing intermediate filament IMC1 (Membrane skeletal protein IMC1)	Toxoplasma gondii	IMC1	TGRH88_075820,IMC1	1	0	1	0	0	0	1	
